abstained,answer,answer_em,answer_f1,branch,candidate_ids,citation_validity,context_chars,context_ids,end_to_end_ms,fallback,generation_error,generation_ms,generator_completion_tokens,generator_model,generator_prompt_tokens,index_ms_once,language,mrr_10_candidates,mrr_10_context,ndcg_10_candidates,ndcg_10_context,online_cost_usd,query,query_id,recall_candidate_k,recall_context_k,references,rerank_ms,reranker_error,reranker_input_tokens,reranker_output_tokens,reranker_requested_model,reranker_resolved_model,retrieval_ms,retry_count,run_kind,source_contains_gold,split,wrong_answer
False,,,,A,8551160|23403754|9588931|8425533|23509113|4701662|7465900|25439264|34439544|1991105|6712836|28249680|14835068|8654183|3107733|3619931|4399311|2810997|13651792|43752562,,5191,8551160|23403754|9588931|8425533|23509113,7.8864169990993105,False,,0.0,,,,,en,1.0,1.0,1.0,1.0,0.0,Mitochondria are uninvolved in apoptosis.,793,1.0,1.0,,0.0,,,,,,7.8864169990993105,0,fixture,,test,False
False,,,,B,8551160|23403754|9588931|8425533|23509113|4701662|7465900|25439264|34439544|1991105|6712836|28249680|14835068|8654183|3107733|3619931|4399311|2810997|13651792|43752562,,6000,8551160|8654183|7465900|34439544|23403754,351.348207997944,False,,0.0,,,,,en,1.0,1.0,1.0,1.0,0.0,Mitochondria are uninvolved in apoptosis.,793,1.0,1.0,,343.46179099884466,,,,cross-encoder/mmarco-mMiniLMv2-L12-H384-v1,cross-encoder/mmarco-mMiniLMv2-L12-H384-v1,7.8864169990993105,0,fixture,,test,False
False,,,,D,8551160|23403754|9588931|8425533|23509113|4701662|7465900|25439264|34439544|1991105|6712836|28249680|14835068|8654183|3107733|3619931|4399311|2810997|13651792|43752562,,4906,8551160|23403754|8425533|23509113|4701662,8.135541997035034,False,,0.0,,,,,en,1.0,1.0,1.0,1.0,0.0,Mitochondria are uninvolved in apoptosis.,793,1.0,1.0,,0.2491249979357235,,,,fixture-not-jev,fixture-not-jev,7.8864169990993105,0,fixture,,test,False
False,,,,B,21366394|20311968|40365566|696006|15381976|26068103|888896|6417632|2042250|7281161|883747|1800734|20148808|8639034|21363424|56486733|14311986|22852120|5431268|20388894,,6000,21366394|20311968|1800734|40365566|56486733,359.834166996734,False,,0.0,,,,,en,1.0,1.0,1.0,1.0,0.0,CX3CR1 on the Th2 cells suppresses airway inflammation.,219,1.0,1.0,,349.6760419984639,,,,cross-encoder/mmarco-mMiniLMv2-L12-H384-v1,cross-encoder/mmarco-mMiniLMv2-L12-H384-v1,10.158124998270068,0,fixture,,test,False
False,,,,D,21366394|20311968|40365566|696006|15381976|26068103|888896|6417632|2042250|7281161|883747|1800734|20148808|8639034|21363424|56486733|14311986|22852120|5431268|20388894,,6000,21366394|15381976|26068103|20311968|40365566,10.428832996694837,False,,0.0,,,,,en,1.0,1.0,1.0,1.0,0.0,CX3CR1 on the Th2 cells suppresses airway inflammation.,219,1.0,1.0,,0.27070799842476845,,,,fixture-not-jev,fixture-not-jev,10.158124998270068,0,fixture,,test,False
False,,,,A,21366394|20311968|40365566|696006|15381976|26068103|888896|6417632|2042250|7281161|883747|1800734|20148808|8639034|21363424|56486733|14311986|22852120|5431268|20388894,,6000,21366394|20311968|40365566|696006|15381976,10.158124998270068,False,,0.0,,,,,en,1.0,1.0,1.0,1.0,0.0,CX3CR1 on the Th2 cells suppresses airway inflammation.,219,1.0,1.0,,0.0,,,,,,10.158124998270068,0,fixture,,test,False
False,,,,D,22049489|1982286|25726838|12315072|13007205|16364639|5774746|7228140|7795952|9076196|2296264|2030623|36310858|24974080|13048272|15832146|3559136|27647593|12337611|10024681,,6000,22049489|25726838|13007205|7228140|36310858,10.794458001328167,False,,0.0,,,,,en,0.5,0.0,0.6309297535714575,0.0,0.0,Normal expression of RUNX1 has tumor-promoting effects.,859,1.0,0.0,,0.2977500007546041,,,,fixture-not-jev,fixture-not-jev,10.496708000573562,0,fixture,,test,False
False,,,,A,22049489|1982286|25726838|12315072|13007205|16364639|5774746|7228140|7795952|9076196|2296264|2030623|36310858|24974080|13048272|15832146|3559136|27647593|12337611|10024681,,6000,22049489|1982286|25726838|12315072|13007205,10.496708000573562,False,,0.0,,,,,en,0.5,0.5,0.6309297535714575,0.6309297535714575,0.0,Normal expression of RUNX1 has tumor-promoting effects.,859,1.0,1.0,,0.0,,,,,,10.496708000573562,0,fixture,,test,False
False,,,,B,22049489|1982286|25726838|12315072|13007205|16364639|5774746|7228140|7795952|9076196|2296264|2030623|36310858|24974080|13048272|15832146|3559136|27647593|12337611|10024681,,6000,22049489|13007205|1982286|16364639|5774746,360.645499000384,False,,0.0,,,,,en,0.5,0.3333333333333333,0.6309297535714575,0.5,0.0,Normal expression of RUNX1 has tumor-promoting effects.,859,1.0,1.0,,350.14879099981044,,,,cross-encoder/mmarco-mMiniLMv2-L12-H384-v1,cross-encoder/mmarco-mMiniLMv2-L12-H384-v1,10.496708000573562,0,fixture,,test,False
False,,,,A,39381118|23403754|10698739|9588931|15836115|23887844|25439264|7465900|3553087|8654183|6259170|13931771|40232172|35962023|10852047|15248287|2601324|17231273|28249680|7820043,,5911,39381118|23403754|10698739|9588931|15836115,15.939625001919921,False,,0.0,,,,,en,1.0,1.0,1.0,1.0,0.0,Cytochrome c is released from the mitochondrial intermembrane space to cytosol during apoptosis.,298,1.0,1.0,,0.0,,,,,,15.939625001919921,0,fixture,,test,False
False,,,,B,39381118|23403754|10698739|9588931|15836115|23887844|25439264|7465900|3553087|8654183|6259170|13931771|40232172|35962023|10852047|15248287|2601324|17231273|28249680|7820043,,6000,39381118|25439264|9588931|8654183|7465900,341.95112499946845,False,,0.0,,,,,en,1.0,1.0,1.0,1.0,0.0,Cytochrome c is released from the mitochondrial intermembrane space to cytosol during apoptosis.,298,1.0,1.0,,326.0114999975485,,,,cross-encoder/mmarco-mMiniLMv2-L12-H384-v1,cross-encoder/mmarco-mMiniLMv2-L12-H384-v1,15.939625001919921,0,fixture,,test,False
False,,,,D,39381118|23403754|10698739|9588931|15836115|23887844|25439264|7465900|3553087|8654183|6259170|13931771|40232172|35962023|10852047|15248287|2601324|17231273|28249680|7820043,,6000,15836115|39381118|10698739|9588931|7465900,16.229333999945084,False,,0.0,,,,,en,1.0,0.5,1.0,0.6309297535714575,0.0,Cytochrome c is released from the mitochondrial intermembrane space to cytosol during apoptosis.,298,1.0,1.0,,0.28970899802516215,,,,fixture-not-jev,fixture-not-jev,15.939625001919921,0,fixture,,test,False
False,,,,B,7370282|5700349|2603304|3825472|8563659|15176526|8596357|8997410|17327939|16736872|17194716|10937190|15491404|35660758|3506723|12885341|26735905|18237384|4658268|1539159,,6000,7370282|8596357|5700349|8997410|3825472,272.0093750031083,False,,0.0,,,,,en,1.0,1.0,1.0,1.0,0.0,PDPN promotes efficient motility along stromal surfaces by activating the C-type lectin receptor to rearrange the actin cytoskeleton in dendritic cells.,904,1.0,1.0,,250.2175410008931,,,,cross-encoder/mmarco-mMiniLMv2-L12-H384-v1,cross-encoder/mmarco-mMiniLMv2-L12-H384-v1,21.791834002215182,0,fixture,,test,False
False,,,,D,7370282|5700349|2603304|3825472|8563659|15176526|8596357|8997410|17327939|16736872|17194716|10937190|15491404|35660758|3506723|12885341|26735905|18237384|4658268|1539159,,5949,7370282|5700349|2603304|8563659|18237384,22.034667003026698,False,,0.0,,,,,en,1.0,1.0,1.0,1.0,0.0,PDPN promotes efficient motility along stromal surfaces by activating the C-type lectin receptor to rearrange the actin cytoskeleton in dendritic cells.,904,1.0,1.0,,0.24283300081151538,,,,fixture-not-jev,fixture-not-jev,21.791834002215182,0,fixture,,test,False
False,,,,A,7370282|5700349|2603304|3825472|8563659|15176526|8596357|8997410|17327939|16736872|17194716|10937190|15491404|35660758|3506723|12885341|26735905|18237384|4658268|1539159,,5844,7370282|5700349|2603304|3825472|8563659,21.791834002215182,False,,0.0,,,,,en,1.0,1.0,1.0,1.0,0.0,PDPN promotes efficient motility along stromal surfaces by activating the C-type lectin receptor to rearrange the actin cytoskeleton in dendritic cells.,904,1.0,1.0,,0.0,,,,,,21.791834002215182,0,fixture,,test,False
False,,,,D,27910499|27243019|43587663|20220731|23032247|2825380|4468861|6936141|20457190|19511011|6961811|24069089|18758057|994800|8305686|28006126|25479072|24101431|20344442|5483793,,6000,27910499|20220731|23032247|2825380|4468861,9.161624999251217,False,,0.0,,,,,en,1.0,1.0,1.0,1.0,0.0,UCB T cells reduce TCR diversity after transplantation.,1336,1.0,1.0,,0.3242499988118652,,,,fixture-not-jev,fixture-not-jev,8.837375000439351,0,fixture,,test,False
False,,,,A,27910499|27243019|43587663|20220731|23032247|2825380|4468861|6936141|20457190|19511011|6961811|24069089|18758057|994800|8305686|28006126|25479072|24101431|20344442|5483793,,5529,27910499|27243019|43587663|20220731|23032247,8.837375000439351,False,,0.0,,,,,en,1.0,1.0,1.0,1.0,0.0,UCB T cells reduce TCR diversity after transplantation.,1336,1.0,1.0,,0.0,,,,,,8.837375000439351,0,fixture,,test,False
False,,,,B,27910499|27243019|43587663|20220731|23032247|2825380|4468861|6936141|20457190|19511011|6961811|24069089|18758057|994800|8305686|28006126|25479072|24101431|20344442|5483793,,6000,27910499|27243019|43587663|20220731|24101431,384.4790830007696,False,,0.0,,,,,en,1.0,1.0,1.0,1.0,0.0,UCB T cells reduce TCR diversity after transplantation.,1336,1.0,1.0,,375.64170800033025,,,,cross-encoder/mmarco-mMiniLMv2-L12-H384-v1,cross-encoder/mmarco-mMiniLMv2-L12-H384-v1,8.837375000439351,0,fixture,,test,False
False,,,,A,11254040|3825750|2462673|13256155|15648443|1454773|32766786|49432306|40632104|5132358|3173489|11939159|5691302|2605032|8756719|24916604|5114940|52180874|5551138|5641851,,6000,11254040|3825750|2462673|13256155|15648443,17.77054199919803,False,,0.0,,,,,en,0.0,0.0,0.0,0.0,0.0,The treatment of cancer patients with co-IR blockade does not cause any adverse autoimmune events.,1278,0.0,0.0,,0.0,,,,,,17.77054199919803,0,fixture,,test,False
False,,,,B,11254040|3825750|2462673|13256155|15648443|1454773|32766786|49432306|40632104|5132358|3173489|11939159|5691302|2605032|8756719|24916604|5114940|52180874|5551138|5641851,,6000,49432306|1454773|52180874|11254040|3825750,368.2262089969299,False,,0.0,,,,,en,0.0,0.0,0.0,0.0,0.0,The treatment of cancer patients with co-IR blockade does not cause any adverse autoimmune events.,1278,0.0,0.0,,350.4556669977319,,,,cross-encoder/mmarco-mMiniLMv2-L12-H384-v1,cross-encoder/mmarco-mMiniLMv2-L12-H384-v1,17.77054199919803,0,fixture,,test,False
False,,,,D,11254040|3825750|2462673|13256155|15648443|1454773|32766786|49432306|40632104|5132358|3173489|11939159|5691302|2605032|8756719|24916604|5114940|52180874|5551138|5641851,,6000,13256155|1454773|5691302|5114940|3825750,18.18450000064331,False,,0.0,,,,,en,0.0,0.0,0.0,0.0,0.0,The treatment of cancer patients with co-IR blockade does not cause any adverse autoimmune events.,1278,0.0,0.0,,0.4139580014452804,,,,fixture-not-jev,fixture-not-jev,17.77054199919803,0,fixture,,test,False
